learn_rate,num_hidden_nodes,weight_range,beta,c,error
2,6,1.75,260,420,0.432604266
1.75,8,1.75,180,100,0.433078078
1.5,8,1.75,340,100,0.433208699
2.25,6,1.75,260,180,0.433470285
1.75,14,1.5,420,260,0.433494319
2.25,4,2,180,260,0.433647524
2,8,1.5,180,340,0.433966623
2.25,4,2,420,340,0.434050551
2.5,6,1.75,420,180,0.434088386
2.5,6,1.75,340,260,0.434556764
2.25,14,1.5,340,340,0.434907914
2.5,10,1.75,420,180,0.43510524
2,8,1.5,100,260,0.435320252
2.5,12,1.5,420,420,0.435374428
1.5,4,2.25,260,100,0.435505225
1.75,6,1.75,180,180,0.435828048
2.25,12,1.5,420,420,0.435956424
2.5,4,2,340,420,0.43616555
2.25,6,1.75,180,180,0.436241492
1.75,12,1.75,340,100,0.436530425
2.25,4,2,340,340,0.436779781
2,6,1.75,340,180,0.437072943
1.75,6,1.75,260,340,0.43737941
2.25,4,2,340,260,0.437385677
1.5,10,1.5,420,420,0.437698678
1.75,4,2.25,340,180,0.437783172
2.25,8,1.5,100,260,0.437953989
1.75,10,1.75,100,100,0.438481593
1.5,10,1.5,260,420,0.438505457
2.25,6,1.75,340,260,0.438622422
1.5,4,2.5,180,180,0.438857497
1.75,4,2.5,420,260,0.43894602
2,12,1.5,100,340,0.439035035
1.75,12,1.5,340,260,0.439437569
1.5,6,1.75,100,260,0.439592428
1.5,10,1.5,420,260,0.439744292
2.25,6,1.75,100,260,0.439815052
2,6,1.75,340,260,0.439953399
2.25,4,2,100,180,0.439968565
2.5,4,2,260,180,0.440207683
2.25,6,1.75,420,180,0.440407388
1.5,14,1.5,260,260,0.440487993
2.5,10,1.5,340,420,0.440662408
1.75,12,1.75,180,100,0.441153815
2.5,6,1.75,100,260,0.441319199
1.5,4,2.25,180,180,0.441678111
1.75,4,2,180,100,0.441797553
2.25,4,2.25,340,100,0.441853739
1.5,6,1.75,420,340,0.442218335
1.5,10,1.5,100,260,0.442247619
2.25,14,1.5,340,420,0.442333295
1.75,12,1.5,100,420,0.442414937
2,10,1.5,340,420,0.4424328
2,6,1.75,180,100,0.443137917
2.5,14,2,340,100,0.443245907
2.5,14,2,260,100,0.443441347
1.75,8,1.5,180,340,0.44350827
2.5,4,2,420,180,0.444087439
2.5,8,1.5,100,260,0.444113622
2,12,1.5,100,420,0.444140384
1.75,4,2.25,340,260,0.444230404
1.75,8,1.75,100,100,0.444649269
1.75,10,1.5,420,420,0.444997863
2.25,4,2,420,180,0.445166136
2,6,1.75,420,180,0.445489606
2,6,1.75,260,180,0.445515249
1.5,4,2,340,100,0.445935426
1.75,10,1.5,340,420,0.446204363
1.5,12,1.5,100,420,0.446598776
2.5,6,1.5,260,420,0.44674581
1.5,4,2.25,180,100,0.446780726
1.75,6,1.75,420,180,0.44743061
2.25,10,1.5,340,420,0.447585121
2,10,1.5,100,260,0.447657678
1.75,10,1.5,100,260,0.447821664
1.75,6,1.75,260,420,0.448497536
2.25,14,1.5,420,340,0.448687348
2.5,4,2,420,260,0.448694793
1.75,6,1.75,180,420,0.449058224
2,6,1.75,340,420,0.44921792
1.5,4,2.5,180,420,0.44936372
1.75,6,1.75,340,180,0.449412885
1.75,10,1.5,420,260,0.449670214
1.5,6,1.75,180,180,0.44984009
1.75,8,1.75,340,100,0.449955578
2.5,4,2,420,100,0.450218768
2.5,6,1.75,180,180,0.450472013
2,4,2,100,420,0.45048561
2.25,12,1.5,100,420,0.450612104
1.5,12,1.5,180,260,0.450914742
2.25,4,2,420,100,0.450949473
2.25,12,1.5,420,260,0.450963517
1.75,10,1.75,420,100,0.450976347
1.5,10,1.5,340,420,0.451009851
1.5,4,2.25,260,420,0.451061342
2.5,4,2,340,180,0.451498679
2,4,2,180,260,0.451731875
1.75,6,1.75,100,180,0.452012697
2,6,1.75,100,180,0.452049292
2,10,1.5,420,420,0.452096696
1.5,4,2.5,260,100,0.452491668
2.5,8,1.5,100,420,0.452496043
2,4,2,260,260,0.452643402
1.75,6,1.75,260,180,0.452848942
2.25,14,1.5,420,420,0.452881732
2,4,2,420,180,0.453182542
2.5,14,1.5,340,420,0.453318939
2.25,6,1.75,100,180,0.453563214
1.75,14,1.5,180,260,0.45380954
2.25,10,1.5,420,420,0.454286257
2,4,2,340,260,0.454572909
1.75,6,1.75,340,340,0.454712931
1.5,4,2.25,180,260,0.454782067
2,10,1.5,420,260,0.454876859
1.5,6,1.75,100,180,0.455124466
1.75,14,1.5,260,260,0.455147917
2.5,12,1.75,100,180,0.455341517
1.5,14,1.5,100,260,0.455974068
1.5,4,2.5,340,100,0.456200712
2.25,14,1.5,100,340,0.456213767
2.25,10,1.75,340,100,0.456314211
1.75,12,1.5,260,340,0.456701377
1.75,14,1.75,100,100,0.45672758
1.75,8,1.75,260,100,0.456948532
2,4,2.25,340,100,0.457238413
1.75,14,1.5,340,260,0.458068115
1.5,10,1.75,260,100,0.458315394
1.75,14,1.75,420,100,0.458474254
2.5,4,2,100,260,0.458614905
2.5,14,1.75,340,180,0.458799281
1.5,10,1.5,260,340,0.459028408
1.75,4,2,100,340,0.459258458
2,4,2,100,180,0.459440497
2.25,6,1.75,180,100,0.459685894
1.5,4,2,260,100,0.45971369
2,14,1.5,420,260,0.459882615
1.75,6,1.75,340,260,0.460100863
1.5,6,1.75,180,340,0.460142748
2,4,2,420,340,0.460215385
1.5,4,2.25,420,100,0.460343897
1.5,6,1.75,340,100,0.460500261
1.5,10,1.5,180,260,0.460818803
2,12,1.75,260,100,0.460897755
2.25,12,1.75,420,100,0.461260796
2.25,10,1.5,420,260,0.461334269
2.5,4,2,260,420,0.461555919
2.5,14,1.75,420,180,0.461652696
1.5,12,1.5,260,340,0.46233984
2.25,10,1.5,100,260,0.462356402
2.25,8,1.5,100,420,0.46312415
1.5,6,1.75,260,180,0.463305107
2.5,14,2.5,100,100,0.463678269
1.75,14,1.75,180,100,0.463742837
2.25,6,1.5,260,420,0.463806926
2.5,6,1.75,100,180,0.463878412
2.25,4,2,100,260,0.464018766
1.5,6,1.75,420,180,0.46410628
2,4,2,420,100,0.464321611
2,12,1.75,100,100,0.464449605
2.5,14,1.5,340,340,0.465569637
1.5,4,2.25,420,420,0.465667623
2.5,12,1.5,100,420,0.465870111
2.5,14,2,100,100,0.46624435
2,4,2,340,340,0.466308356
1.75,10,1.5,260,340,0.466512695
2.25,8,1.75,420,100,0.466618248
2.25,4,2,260,180,0.466782265
2.25,12,1.5,100,340,0.466875227
1.5,6,1.75,260,420,0.466991671
2,8,1.75,180,100,0.467208811
2,10,1.75,180,100,0.467403763
1.5,10,1.5,100,340,0.467423933
1.5,4,2.25,100,340,0.467715349
1.5,4,2.25,340,180,0.467848368
2.25,14,1.5,260,340,0.468143236
1.5,8,1.5,180,340,0.468316459
1.75,10,1.5,100,340,0.468434216
1.75,4,2.25,340,420,0.469352465
1.5,6,1.75,260,340,0.469944834
1.5,12,1.5,260,260,0.470093368
2.5,8,1.5,420,340,0.470657816
1.75,10,1.5,180,260,0.470769653
2.25,4,2,420,260,0.471034785
2,10,1.75,100,100,0.471048801
2.5,6,1.75,180,100,0.471147638
1.5,6,1.75,340,180,0.471150323
2.5,10,1.5,420,420,0.471283482
1.75,6,1.75,340,100,0.471306799
1.75,4,2,100,420,0.471533047
2,4,2,100,260,0.471539789
2.5,14,1.5,420,420,0.471721358
1.5,14,1.5,340,180,0.472250275
2,12,1.5,340,260,0.473107199
2,8,1.5,100,420,0.473178292
1.75,6,1.75,340,420,0.473220315
2.5,10,1.5,420,260,0.473517632
2,12,1.5,260,340,0.47373824
1.75,4,2,260,260,0.474521937
2,4,2,260,180,0.474733717
2,14,1.75,340,100,0.474982872
1.5,4,2,180,100,0.475183954
1.5,6,1.75,180,420,0.475313147
2.5,10,1.5,100,260,0.475405275
2.25,8,1.5,420,340,0.4754822
1.75,4,2,100,180,0.475499471
2.5,14,1.5,420,340,0.475603355
1.75,8,1.5,100,420,0.47616184
2,8,1.75,340,100,0.476687126
1.5,12,1.5,340,180,0.476814764
2,10,1.5,260,340,0.477267176
2.5,4,1.75,340,180,0.477456705
2,8,1.75,100,100,0.477592435
2.25,4,2,340,180,0.478014486
2.5,4,2,420,420,0.478230836
1.75,12,1.5,180,260,0.478380204
1.5,10,1.5,260,260,0.478524043
2.5,4,2,260,340,0.478545234
1.75,4,2.25,340,100,0.478731563
2.5,6,1.5,420,340,0.478811541
2,10,1.5,100,340,0.479215652
2.25,4,2,340,420,0.479363084
1.5,12,1.5,340,340,0.479447734
1.75,4,2,180,260,0.479646514
2,10,1.5,180,260,0.480010822
2.25,4,2,260,420,0.48068628
2.5,12,1.5,420,260,0.480739233
1.5,6,1.75,340,260,0.481360136
1.5,6,1.75,340,340,0.482408899
2.5,10,1.5,100,340,0.482424656
2.25,10,1.5,180,260,0.483848041
2.5,8,1.5,420,420,0.484069008
2.5,4,1.75,100,180,0.484363257
1.75,4,2,340,260,0.484647825
2.25,10,1.5,100,340,0.48475581
2.5,8,1.5,100,340,0.485253639
1.75,12,1.5,260,260,0.486841936
2,12,1.75,340,100,0.487335104
1.5,4,2.5,420,260,0.487512285
2.5,10,1.5,180,260,0.487610832
2.5,8,1.5,340,420,0.487679638
2,6,1.75,340,100,0.487715197
2.25,12,1.5,260,340,0.487858843
2,4,2,420,260,0.488045372
2,14,1.75,260,100,0.488083069
2,10,1.75,420,100,0.48808493
2,8,1.75,260,100,0.488841522
2,14,1.5,260,260,0.488925455
1.5,4,2,180,340,0.488933357
1.5,8,1.5,100,420,0.488970548
2.25,14,1.5,420,260,0.489521013
2,12,1.75,180,100,0.490060959
2,6,1.5,260,420,0.490234493
2,14,1.5,340,260,0.490632027
2.5,14,1.5,100,340,0.490764973
1.75,4,2,420,180,0.490947851
2.25,10,1.5,260,340,0.491067252
1.75,4,2,260,180,0.491491074
2.5,10,1.75,340,100,0.49151219
1.75,4,2,420,100,0.491815212
2.5,8,1.5,180,260,0.492209487
1.75,4,2,100,260,0.492486925
2,10,1.5,100,420,0.49306615
2,8,1.5,340,420,0.49310954
1.75,10,1.75,260,100,0.493225638
2.25,8,1.5,180,260,0.493479503
2.25,12,1.5,340,260,0.493766421
2.25,8,1.5,340,420,0.493867336
2.5,12,1.5,100,340,0.493927477
1.75,14,1.5,100,260,0.49398106
2,14,1.5,180,260,0.49418557
2.5,14,1.5,260,340,0.494670459
1.75,10,1.5,100,420,0.494691988
2,8,1.5,180,260,0.495121743
2.5,8,1.5,260,420,0.495388755
2,8,1.5,100,340,0.495841976
1.75,12,1.5,340,340,0.49603812
2.25,8,1.5,100,340,0.496231322
2.25,8,1.5,420,420,0.496464349
2.5,12,1.75,420,100,0.496762885
2.25,10,1.5,100,420,0.496892407
2,8,1.5,420,340,0.496935128
2.25,4,2,260,340,0.497015561
1.5,10,1.5,340,260,0.497113467
1.5,10,1.5,100,420,0.497587044
2.25,12,1.75,260,100,0.497626088
1.75,8,1.5,100,340,0.497771298
1.75,4,2,420,340,0.497895152
2.25,6,1.5,420,340,0.498619245
1.5,8,1.5,100,340,0.498758101
1.5,6,1.75,340,420,0.499444157
1.75,10,1.5,260,260,0.499892816
2.25,8,1.75,180,100,0.499971826
1.5,14,1.5,420,180,0.500256537
1.75,8,1.5,340,420,0.500279253
2,4,2,260,420,0.500401721
1.75,4,2,340,340,0.500816791
2,4,2,340,180,0.500821752
2.5,8,1.5,260,340,0.501712622
2.25,8,1.5,260,420,0.502399205
1.75,8,1.5,180,260,0.503553056
2.25,10,1.75,180,100,0.503567803
1.5,4,2.25,340,260,0.503616348
2.5,10,1.5,100,420,0.504184543
2.25,8,1.75,100,100,0.504291098
1.5,4,2,100,340,0.504352428
2.25,4,1.75,340,180,0.504392333
2.5,10,1.5,260,340,0.504691291
2.5,4,2,100,100,0.505348893
2.25,6,1.75,340,100,0.505463038
1.75,6,1.75,260,100,0.506508961
2,12,1.5,180,260,0.506550291
2.5,8,1.75,420,100,0.50665995
2.25,8,1.75,340,100,0.507061186
1.5,4,2,100,420,0.507327373
2.5,8,1.5,180,420,0.50756424
2.25,4,2,420,420,0.507829574
2,4,2,340,420,0.50834585
2,14,1.75,100,100,0.508360214
1.5,4,2,260,180,0.508437526
1.5,4,2,100,180,0.508639314
1.75,12,1.5,340,180,0.509211441
1.5,14,1.5,260,180,0.509346787
1.75,10,1.5,340,260,0.50970141
2,12,1.5,260,260,0.509837984
1.5,8,1.5,180,260,0.509858603
2.25,8,1.5,260,340,0.51115044
2.5,4,1.75,180,180,0.511390584
1.5,6,1.75,260,100,0.511433034
2,8,1.5,420,420,0.511529459
1.5,10,1.5,180,340,0.512599408
2,8,1.5,260,420,0.512725264
2.5,4,1.75,340,100,0.512847527
2,12,1.5,340,340,0.514153507
1.75,10,1.5,180,340,0.514162519
2.5,6,1.5,180,340,0.514485516
2.25,10,1.75,100,100,0.514713162
2,14,1.75,420,100,0.515093075
2.25,4,2,100,100,0.515292491
2.25,4,1.75,180,180,0.51574355
2.5,8,1.5,340,340,0.515962087
2,8,1.5,260,340,0.515969982
2,10,1.5,180,340,0.516119533
2.25,4,1.75,100,180,0.516145972
1.5,12,1.5,100,260,0.516225804
1.75,4,2,420,260,0.516593794
2.5,4,2,180,180,0.516853507
1.75,8,1.5,420,340,0.517247859
2.25,14,1.5,260,260,0.517293793
2.25,10,1.5,180,340,0.517786981
1.75,4,2,340,180,0.5182427
2,10,1.5,340,260,0.518478014
1.5,8,1.5,340,420,0.518487603
1.75,14,1.5,340,180,0.519583405
2.5,12,1.5,340,260,0.519790642
2,4,2,260,340,0.519819421
2,14,1.75,180,100,0.519864959
2.5,14,1.5,420,260,0.520121764
2.25,14,1.5,340,260,0.520303194
2.5,6,1.75,340,100,0.520506621
1.75,4,2,260,420,0.520701615
2.5,6,1.5,180,260,0.520829461
2.25,8,1.75,260,100,0.52093438
2,4,1.75,180,180,0.521033129
2.25,12,1.75,100,100,0.521044351
2,4,1.75,340,180,0.521107674
2,6,1.75,260,100,0.522204197
2,10,1.5,260,260,0.522446764
1.5,10,1.5,180,180,0.523254503
2.25,12,1.5,180,260,0.523394745
1.5,4,2,260,260,0.523648268
2.5,12,1.5,260,340,0.523660579
1.75,6,1.5,260,420,0.52432759
2.5,10,1.5,180,340,0.52478913
2.5,8,1.75,180,100,0.525753389
1.75,8,1.5,260,340,0.525866609
2.5,4,1.75,340,340,0.525918622
2,6,1.5,420,340,0.526186982
2.25,12,1.5,260,260,0.526662808
1.5,12,1.5,180,180,0.526962112
2.25,12,1.5,340,340,0.527163593
2.25,10,1.75,420,100,0.527333217
2.5,12,1.5,180,260,0.528377963
2.25,12,1.75,180,100,0.528850414
2.5,6,1.5,100,420,0.529318448
1.5,4,2,420,100,0.529355783
2.25,4,2,180,180,0.529426263
2.5,4,1.75,180,420,0.530166022
1.75,8,1.5,420,420,0.530500473
1.5,4,2,100,260,0.530679918
2.5,8,1.75,100,100,0.531043202
2.25,8,1.5,340,340,0.53107853
2,10,1.75,260,100,0.531211578
1.5,8,1.5,340,180,0.531467479
2.5,6,1.5,340,340,0.531906166
2.5,8,1.5,340,260,0.532110067
2.25,8,1.5,180,420,0.532637677
2,4,2,100,100,0.532912023
2.25,6,1.5,180,340,0.533039764
2,14,1.5,100,260,0.533098838
1.5,4,2,420,180,0.533244815
1.5,4,2,420,340,0.533530858
1.5,8,1.5,420,340,0.534000277
2.25,6,1.75,260,100,0.5341368
2.25,10,1.5,340,260,0.534587749
2.25,12,1.75,340,100,0.534635818
2.5,10,1.5,340,260,0.535280264
1.5,4,2.25,340,100,0.535618391
2.5,6,1.75,260,100,0.536863689
1.5,4,2.25,340,420,0.53732075
1.5,4,2,340,260,0.537780632
2.5,4,2,180,420,0.538530601
1.5,14,1.5,180,180,0.538571571
2.25,10,1.5,260,260,0.539759132
2.25,14,1.5,180,260,0.539979097
1.75,12,1.5,100,260,0.540322755
2,12,1.5,340,180,0.540422603
2.5,10,1.75,180,100,0.540443421
1.75,8,1.5,260,420,0.540789443
2,8,1.5,340,340,0.540944386
2.5,8,1.75,340,100,0.541214601
2.25,14,1.75,340,100,0.541928494
1.5,10,1.5,260,180,0.542187232
2.5,12,1.5,260,260,0.542495089
2.5,12,1.5,340,340,0.543099521
2,8,1.5,180,420,0.54310902
1.5,12,1.5,260,180,0.543488712
2.25,8,1.5,340,260,0.543886299
2,4,2,420,420,0.543903206
1.75,8,1.5,340,180,0.544147191
2.5,6,1.5,180,420,0.544720947
1.75,8,1.5,180,420,0.544855913
1.75,10,1.5,180,180,0.545129679
2.25,4,1.75,340,100,0.545487006
2,8,1.5,340,180,0.54553668
1.5,4,2,180,260,0.546044238
1.5,8,1.5,260,340,0.546256023
1.5,10,1.5,420,180,0.547701999
2.5,10,1.5,260,260,0.547752284
2.25,6,1.5,340,340,0.547756291
1.75,4,1.75,180,180,0.547783128
1.5,12,1.5,100,180,0.547803021
2.5,10,1.75,100,100,0.547848086
1.75,8,1.5,340,340,0.547968996
2.5,8,1.75,260,100,0.548216696
2,8,1.5,340,260,0.548469632
2.25,6,1.5,180,260,0.549084358
2.5,6,1.5,340,260,0.549967005
1.5,4,2,340,340,0.550469291
2.5,14,1.5,260,260,0.550810242
2.25,14,1.75,260,100,0.551176765
1.75,4,2,100,100,0.551248922
1.75,14,1.5,420,180,0.551489421
2.25,8,1.5,340,180,0.551727463
2.25,6,1.5,100,420,0.551882246
2,4,2,180,180,0.551900983
1.5,4,2,260,420,0.551992432
1.5,8,1.5,420,420,0.552010767
2.25,6,1.5,340,260,0.553775239
1.5,4,2,340,180,0.554100076
1.75,4,2,340,420,0.554184267
2,6,1.5,340,340,0.555175889
2.5,12,1.75,260,100,0.555440476
1.75,14,1.5,260,180,0.55632594
2.5,8,1.5,420,260,0.556404202
2.5,12,1.75,180,100,0.55641839
1.5,8,1.5,180,420,0.556657208
1.75,8,1.5,420,260,0.556945194
2.25,14,1.75,100,100,0.557011695
2.5,8,1.5,340,180,0.557289039
2.5,4,1.75,420,260,0.557572835
2.5,10,1.75,420,100,0.557972268
2.25,8,1.5,420,260,0.558261505
2,4,1.75,100,180,0.558386839
2,12,1.5,100,260,0.558495175
1.5,4,2,420,260,0.558609462
2.25,4,1.75,180,420,0.559259619
1.75,6,1.5,420,340,0.560182402
1.5,8,1.5,420,260,0.560257746
2.5,14,1.5,180,260,0.56165954
1.75,4,2,260,340,0.561926384
2.25,4,1.75,340,340,0.562262903
1.75,8,1.5,340,260,0.562768587
2.5,6,1.5,420,420,0.563001135
2,6,1.5,180,340,0.563832427
2.5,4,1.75,260,180,0.563872354
1.5,14,1.5,100,180,0.564204799
1.75,10,1.5,260,180,0.564382537
2.25,4,2,180,420,0.56440968
2,8,1.5,420,260,0.565158359
2.5,14,1.5,340,260,0.565922483
1.75,4,1.75,340,180,0.566622713
1.5,10,1.5,340,180,0.566706491
1.5,6,1.5,260,420,0.566968985
2.5,4,1.75,420,180,0.567069242
1.75,12,1.5,180,180,0.568634889
2.5,6,1.5,100,260,0.568663028
2.25,14,1.75,420,100,0.568760467
1.5,12,1.5,420,180,0.569935912
1.5,8,1.5,260,420,0.570018926
2.25,12,1.5,340,180,0.570172051
2,14,1.5,340,180,0.570370453
2,10,1.5,180,180,0.570860913
1.75,10,1.5,420,180,0.57142093
2.5,4,1.75,260,100,0.571628746
2,6,1.5,100,420,0.572433096
1.5,8,1.5,340,340,0.572682218
2.5,4,1.75,260,260,0.573264543
2.5,12,1.75,100,100,0.573793825
2.5,4,1.5,420,260,0.575030572
2.5,8,1.5,260,260,0.575766958
2.25,10,1.75,260,100,0.576072841
1.75,12,1.5,260,180,0.576567785
1.75,6,1.5,340,340,0.577081505
2,4,2,180,420,0.577517879
2.25,14,1.5,100,260,0.578805958
2.5,6,1.5,100,340,0.57881459
1.75,4,2,420,420,0.578997254
2.25,6,1.5,180,420,0.579371753
2.5,12,1.75,340,100,0.580432966
1.5,4,2,100,100,0.580752145
2.5,4,1.75,180,100,0.581979739
2,6,1.5,180,260,0.582226049
2,6,1.5,340,260,0.582801242
2.25,14,1.75,180,100,0.583183549
2.25,4,1.75,420,260,0.583453206
2,4,1.75,180,420,0.583642172
2.5,4,1.75,260,420,0.583821174
1.5,8,1.5,340,260,0.584265654
2.5,4,1.75,180,260,0.584871752
2,4,1.75,340,100,0.58524746
1.75,6,1.75,100,100,0.585465418
1.75,4,2,180,180,0.585914294
2.25,12,1.5,100,260,0.585958041
2.25,6,1.75,100,100,0.586611813
1.5,8,1.5,180,180,0.587342152
1.75,8,1.5,100,180,0.587406179
2,6,1.75,100,100,0.587502495
1.75,12,1.5,100,180,0.587739161
2.5,6,1.5,420,260,0.587815931
2.25,8,1.5,180,180,0.588014846
2.5,6,1.75,100,100,0.588582822
2,10,1.5,420,180,0.588694416
1.5,8,1.5,100,180,0.589072441
2,10,1.5,260,180,0.589329998
1.75,10,1.5,340,180,0.589625637
2.25,4,1.75,420,180,0.590089828
1.5,6,1.75,100,100,0.590155222
2.25,8,1.5,260,260,0.590359993
2.5,6,1.5,260,340,0.590628343
2,8,1.5,260,180,0.591804568
2.25,4,1.75,260,100,0.592655213
2.25,4,1.75,260,180,0.592678156
1.75,8,1.5,180,180,0.593585553
1.75,6,1.5,100,420,0.593705359
2.5,4,1.75,100,420,0.593715622
2.5,4,1.75,420,100,0.594016069
2.5,8,1.5,420,180,0.594268973
2.5,4,1.75,100,340,0.594476025
1.75,8,1.5,260,180,0.594755814
1.75,14,1.5,180,180,0.59520487
2.5,8,1.5,180,180,0.595341657
2.5,6,1.5,340,420,0.595494672
2.5,14,1.75,260,100,0.595954708
2,8,1.5,100,180,0.596317703
1.75,6,1.5,180,340,0.596390082
2.25,4,1.75,180,100,0.596425906
2.5,6,1.5,260,180,0.596549675
1.75,8,1.5,420,180,0.597245157
2,8,1.5,180,180,0.597536361
2.25,8,1.5,260,180,0.597786684
2.25,10,1.5,180,180,0.597809054
2.5,14,1.75,340,100,0.597836721
1.5,6,1.5,420,340,0.598000672
1.5,4,1.75,180,180,0.598036829
2.5,8,1.5,100,180,0.599000072
1.5,8,1.5,420,180,0.599599859
2,12,1.5,260,180,0.600149713
1.75,14,1.5,100,180,0.600425174
2.25,6,1.5,100,260,0.600688371
2.5,4,1.75,420,420,0.600844303
2,14,1.5,420,180,0.602079489
2.25,8,1.5,100,180,0.602872418
1.5,8,1.5,260,180,0.60289602
2.5,6,1.5,180,180,0.603014692
2.5,8,1.5,260,180,0.603487307
1.5,10,1.5,100,180,0.603805431
1.75,12,1.5,420,180,0.604461068
1.5,6,1.5,340,340,0.604632432
2.5,10,1.75,260,100,0.604654698
2.5,12,1.5,340,180,0.604654764
2.5,12,1.5,100,260,0.605323064
1.5,4,2,340,420,0.606082648
1.5,4,2,260,340,0.606416754
2,8,1.5,420,180,0.606813198
2,14,1.5,260,180,0.606840989
2,12,1.5,180,180,0.606904975
2.25,8,1.5,420,180,0.606940046
2,4,1.75,340,340,0.607323366
2.5,6,1.5,340,180,0.60752972
2.25,6,1.5,420,420,0.607741194
2.5,4,1.75,100,260,0.607812323
2.25,4,1.75,260,420,0.608280257
2.5,4,1.75,340,420,0.609254874
2.25,10,1.5,260,180,0.609391868
2.25,6,1.5,100,340,0.61127059
2.25,6,1.5,260,180,0.611707225
2,10,1.5,340,180,0.612862387
1.75,6,1.5,340,260,0.613394923
2.25,6,1.5,260,340,0.613599079
1.5,4,2,420,420,0.613871926
1.75,4,2,180,420,0.614532282
1.75,6,1.5,180,260,0.614756939
2.25,4,1.75,420,100,0.615610503
2.25,6,1.5,340,180,0.615828646
2,8,1.5,260,260,0.615936171
1.5,10,1.5,340,100,0.616386432
2.25,4,1.75,260,260,0.616917923
2,4,1.75,180,100,0.617013663
2.5,6,1.5,420,180,0.617458674
2.5,14,1.5,100,260,0.617470936
2.25,4,1.5,420,260,0.617946595
2.25,4,1.75,100,340,0.6186304
2,6,1.5,180,420,0.619054346
2.25,14,1.5,340,180,0.620299899
1.75,4,1.75,100,180,0.620611688
2.25,6,1.5,420,260,0.620774879
1.5,4,1.75,340,180,0.621151912
1.5,10,1.5,420,100,0.621294675
1.75,4,1.75,340,100,0.621343083
2,4,1.75,260,100,0.621776772
2.5,14,1.75,100,100,0.622681476
2.5,4,1.75,180,340,0.623279716
2.5,14,1.75,420,100,0.623748937
2.25,10,1.5,420,180,0.623778841
2.5,10,1.5,180,180,0.624023316
2.25,12,1.5,260,180,0.624180454
2,6,1.5,340,180,0.62602841
2.25,4,1.75,420,420,0.626888978
2.25,6,1.5,180,180,0.62767066
2,12,1.5,100,180,0.628037263
1.75,8,1.5,260,260,0.628172318
2,4,1.75,420,260,0.629489948
2.5,6,1.5,260,260,0.629636273
2,4,1.75,260,180,0.62989604
2.5,4,1.75,260,340,0.630274458
2.5,10,1.5,260,180,0.630658296
2.25,10,1.5,340,180,0.630911073
2,6,1.5,260,180,0.630963876
2.5,14,1.75,180,100,0.632123471
2.25,6,1.5,340,420,0.632295124
2,6,1.5,100,260,0.632572952
2.25,4,1.75,180,260,0.632999172
1.75,4,1.75,180,420,0.633497993
1.5,6,1.5,100,420,0.634414283
2,4,1.75,420,180,0.634697133
1.5,6,1.5,180,340,0.634951998
1.5,4,2,180,180,0.635728529
2.25,4,1.75,100,420,0.636028211
2,12,1.5,420,180,0.637497494
2,6,1.5,100,340,0.637603173
1.75,10,1.5,100,180,0.638196135
2,14,1.5,100,180,0.638588349
2.25,12,1.5,180,180,0.638598825
1.5,6,1.5,340,260,0.6393997
2.25,4,1.75,100,260,0.639532404
2,4,1.75,260,420,0.639551297
1.75,4,1.75,180,100,0.641191305
2,4,1.75,100,340,0.643695152
2,6,1.5,260,340,0.644443793
2.5,10,1.5,420,180,0.644738887
2,4,1.75,420,100,0.645110251
2.5,4,1.75,100,100,0.647347221
2.5,14,1.5,340,180,0.648496747
2.25,14,1.5,260,180,0.648984295
1.5,8,1.5,260,260,0.649286889
1.75,6,1.5,340,180,0.650372584
2.25,14,1.5,420,180,0.650519807
2.5,12,1.5,260,180,0.651262732
2.5,10,1.5,340,180,0.651805539
2.25,4,1.75,340,420,0.651932427
2.5,6,1.5,100,180,0.651981037
2.25,6,1.5,260,260,0.65230692
2.5,4,1.5,260,180,0.65238854
2.5,4,1.5,100,260,0.653205871
2,6,1.5,420,420,0.653615981
1.75,6,1.5,180,420,0.65364989
1.5,4,2,180,420,0.654979228
2.25,12,1.5,100,180,0.655551832
2,4,1.75,260,260,0.655982642
2,6,1.5,180,180,0.656346748
2.25,6,1.5,420,180,0.656399974
2,14,1.5,180,180,0.656497075
1.75,6,1.5,260,180,0.656738759
2.25,4,1.75,180,340,0.657177276
1.75,4,1.75,340,340,0.658229358
1.75,10,1.5,340,100,0.658290702
1.5,4,1.75,340,100,0.658975736
2.5,12,1.5,180,180,0.659453745
1.75,4,1.75,260,100,0.660811613
1.5,6,1.5,180,260,0.662091519
2,6,1.5,420,260,0.662125651
1.75,6,1.5,100,260,0.662236562
2,4,1.75,420,420,0.662428687
2.5,6,1.5,420,100,0.662475448
2.25,6,1.5,100,180,0.663012357
1.75,6,1.5,100,340,0.664483809
1.5,14,1.5,260,100,0.665160333
1.75,10,1.5,420,100,0.666409246
2.5,4,1.5,100,340,0.668524718
1.75,4,1.75,260,180,0.669452539
1.75,6,1.5,260,340,0.669492724
2.5,14,1.5,420,180,0.670354877
2,6,1.5,340,420,0.67089102
1.75,4,1.75,100,340,0.672136153
1.75,4,1.75,420,100,0.673542647
2,10,1.5,100,180,0.673728516
2,4,1.5,420,260,0.674875179
2.5,4,1.75,340,260,0.675212919
2,6,1.5,100,180,0.676203388
1.75,4,1.75,420,260,0.676394597
2.25,12,1.5,420,180,0.6773003
1.75,4,1.75,260,420,0.677558952
1.5,4,1.75,100,180,0.677866676
