,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
138,18.6775505,"[0.06556173514396761, 3, 2.605575652086997, 29.41887353835606]"
638,18.85733175,"[0.03303400276440514, 5, 3.3797954886039934, 31.034535551654624]"
651,19.04933175,"[0.09407630399021388, 4, 3.5637970919227007, 2.0036864571342075]"
732,19.51033175,"[0.8264632097169381, 4, 4.209357007371568, 8.170289093264367]"
601,19.88908175,"[0.026539388799312277, 6, 1.7093416317222543, 3.614188547592457]"
954,20.26101925,"[0.25736639098269753, 5, 4.839554839766965, 21.236612857688115]"
455,20.80895675,"[0.025530510383258414, 4, 3.883562967933564, 30.974537179288138]"
38,21.245863,"[0.012493815448283478, 5, 1.1828305725477533, 19.119959015954187]"
44,22.05251925,"[0.2991082028421405, 3, 4.921619457444661, 19.66063005799669]"
88,22.26014425,"[0.25532518712985497, 2, 3.8052989135017974, 41.015731056762746]"
887,23.3873005,"[0.15650911766032785, 3, 4.561534057719284, 22.36076582703858]"
717,25.892363,"[0.0024639422046098033, 3, 3.8231963683811188, 3.402831618610242]"
238,25.91233175,"[0.045604722719545035, 2, 4.952145329347369, 6.197094460126297]"
127,26.31189425,"[0.011441853933239203, 2, 1.0192843825803728, 47.627040481318595]"
829,31.02076925,"[0.009351469980450694, 4, 4.547068171204859, 14.238805901174354]"
893,32.73120675,"[0.07907465394467747, 2, 4.4766121197212145, 33.677395942774126]"
